Job ID,Job Title,Job Description,Company ID,Company Name,Job URL,Location,Size,Founded,Sector
1009291334894,Junior Software Developer,"Requirements
Should have Strong background with .Net Core,
Angular 4+, MVC, REST, SQL, Microservices architecture (MSA),
C#, JavaScript, HTML5, Unit testing, SQL Server, Oracle, MySQL,
ASP.NET, Web API, Entity Framework (EF), Object-oriented Programming
System (OOPS), REST, Cloud Development.
Location :- Gandhinagar
Benefits:-
- 5 Days Working (UK Based Company)
- Learning & Growing
- Office Timing : 11am to 8pm
- Friendly environment
- Monthly Celebrate Friday.
- 26 Annual Leaves + 5 Sick Leaves. + 8 Extra India Bank Holidays.
- PF & Free Mediclaim.
Job Types: Full-time, Permanent
Pay: ₹25,000.00 - ₹50,000.00 per month
Benefits:
Health insurance
Provident Fund
Schedule:
Monday to Friday
Morning shift
Tipe Lokasi:
In-person
Experience:
total work: 1 year (Required)
Work Location: In person",2199120,Let Alliance,https://www.glassdoor.com/partner/jobListing.htm?pos=101&ao=1136043&s=58&guid=0000018fa55c3e90a01ebd5cb9926802&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_22c7da38&cb=1716466237449&jobListingId=1009291334894&jrtk=5-yul1-0-1huilofmdk5pd800-8995ddcb9a3d7a48,Gāndhīnagar,51 to 200 Employees,--,--
1009291337134,Go Lang Developer,"We aspire to build high-quality, innovative & robust software. If you are a hands-on platform builder with significant experience in developing scalable data platforms, look no further.

Your responsibilities as a Software Developer:

Design, develop, test, and deploy high-quality, scalable, and efficient software using Golang.
Collaborate with product managers, designers, and other developers to define, design, and implement new features.
Write clean, maintainable, and well-documented code.
Optimize and improve existing systems for performance and scalability.
Participate in code reviews to ensure code quality and best practices are maintained.
Troubleshoot, debug and resolve production issues as they arise.
Continuously learn and apply new technologies and best practices to improve our software development processes.

Skill sets we require:

Proven experience as a Golang Developer, with a strong portfolio of successful projects.
Solid understanding of Go programming language, paradigms, constructs, and idioms.
Experience with Go frameworks and tools, such as Godep, Sltr, Ginkgo, etc.
Proficiency in concurrent programming and building high-performance applications.
Familiarity with RESTful APIs, web services, and microservices architecture.
Experience with database systems, both SQL and NoSQL (e.g., MySQL, PostgreSQL, MongoDB).
Knowledge of containerization technologies like Docker and orchestration tools like Kubernetes.
Experience with version control systems, such as Git.
Strong problem-solving skills and attention to detail.
Excellent communication and collaboration skills.

Experience & Pedigree:

Bachelor’s/Master’s degree in Computer Science Engineering or equivalent.
Familiarity with cloud platforms such as AWS, Google Cloud, or Azure.
Knowledge of front-end technologies such as JavaScript, React, or Angular.",5896578,Munjal Chakraborty Software & Media,https://www.glassdoor.com/partner/jobListing.htm?pos=102&ao=1136043&s=58&guid=0000018fa55c3e90a01ebd5cb9926802&src=GD_JOB_AD&t=SR&vt=w&cs=1_f9e7ba7f&cb=1716466237447&jobListingId=1009291337134&jrtk=5-yul1-0-1huilofmdk5pd800-aae40bda283f5a0a,Gurgaon,Unknown,--,--
1009291320670,Software Engineer,"Ford Pro is looking for Software Engineers that embrace Agile-eXtreme Programming principles to deliver innovative software products for Ford Motor Company and our commercial customers.

The minimum qualifications we seek:
Bachelor’s degree in computer science or equivalent
3+ years of experience with:
Core Java, Spring boot, React.js
Modern databases (Relational and non-relational)
Continuous integration/continuous delivery tools and pipelines, such as: (Jenkins, Terraform, SonarQube, Maven, Gradle, Harness, Apigee X)
1+ years of experience developing and deploying to cloud platforms, such as Google Cloud Platform, Pivotal Cloud Foundry, Amazon Web Services, and Microsoft Azure
Experience with Unit testing.
Our preferred qualifications:
Master’s Degree in Computer Science or related field
Deep understanding of Object-Oriented Design Principles
Familiar with eXtreme Programming (XP) practices including Pair/Mob programming and Test-first/Test Driven Development (TDD)
Experience with developing and deploying to cloud platforms, such as Google Cloud Platform, Pivotal Cloud Foundry, Amazon Web Services, and Microsoft Azure
Experience with Spring/Spring Boot and RESTFUL Web services development
Experience with machine learning, mathematical modelling and data analysis is a plus
Knowledge of SQL and NoSQL databases
Experience with CA Agile Central (Rally), backlogs, iterations, user stories, or similar Agile Tools Highly effective in working with other technical specialists, Product Managers, UI/UX Designers and business partners
Passion for learning and willingness to work in a pair programming environment
Strong analytical and problem-solving skills
Strong oral and written communication skills
Ability to multi-task and manage changing priorities
Strong teamwork and interpersonal skills
Ability to work independently and take initiative when solving unexpected problems
Understanding of fundamental data modelling
Experience in development of microservices

What you’ll be able to do:
Engineer production-quality code to deploy these solutions in a serverless, microservices architecture
Enhance testing platforms, improve test automation, foster software craftsmanship
Surprise and delight customers and partner software engineers
Monitor and evaluate the performance of our solutions
Collaborate with multi-skilled teams working on commercial/fleet software solutions
Engage in Test-first Development, Test Driven Development
Cloud development using cutting-edge technologies and integrations with Ford enterprise systems",263,Ford Motor Company,https://www.glassdoor.com/partner/jobListing.htm?pos=103&ao=1136043&s=58&guid=0000018fa55c3e90a01ebd5cb9926802&src=GD_JOB_AD&t=SR&vt=w&cs=1_04bac2bb&cb=1716466237447&jobListingId=1009291320670&jrtk=5-yul1-0-1huilofmdk5pd800-d1ab5ad985fa1361,Chennai,10000+ Employees,1903,Manufacturing
1009291142119,Application Architect,"Overview:

Role Purpose
The purpose of the role is to create exceptional and detailed architectural application design and provide thought leadership and enable delivery teams to provide exceptional client engagement and satisfaction.
Do

Develop architectural application for the new deals/ major change requests in existing deals
Creates an enterprise-wide architecture that ensures systems are scalable, reliable, and manageable.
Manages application assets and directs the development efforts within an enterprise to improve solution delivery and agility
Guides how to construct and assemble application components and services to support solution architecture and application development
Maintains the frameworks and artefacts used in the implementation of an application, with reference to the systematic architecture of the overall application portfolio
Responsible for application architecture paradigms such as service-oriented architecture (SOA) and, more specifically, microservices, ensuring business achieve agility and scalability for a faster time to market
Provide solution of RFP’s received from clients and ensure overall design assurance
Develop a direction to manage the portfolio of to-be-solutions including systems, shared infrastructure services, applications in order to better match business outcome objectives
Analyse technology environment, enterprise specifics, client requirements to set a collaboration design framework/ architecture
Depending on the client’s need with particular standards and technology stacks create complete RFPs
Provide technical leadership to the design, development and implementation of custom solutions through thoughtful use of modern technology
Define and understand current state solutions and identify improvements, options & tradeoffs to define target state solutions
Clearly articulate and sell architectural targets, recommendations and reusable patterns and accordingly propose investment roadmaps
Evaluate and recommend solutions to integrate with overall technology ecosystem
Tracks industry and application trends and relates these to planning current and future IT needs
Provides technical and strategic inputs during the project planning phase in the form of technical architectural designs and recommendations
Account mining to find opportunities in the existing clients
Collaborates with all relevant parties in order to review the objectives and constraints of solutions and determine conformance with the Enterprise Architecture.
Identifies implementation risks and potential impacts.
Create new revenue streams within applications as APIs that can be leveraged by clients
Bring knowledge of automation in application by embracing Agile and dev-ops principles to reduce manual part

Understanding application requirements and design a standardize application
Creating Intellectual Property in forms of services, patterns, models and organizational approaches
Designing patterns, best practices and reusable applications that can be used for future references
Ensure system capabilities are consumed by system components and set criteria for evaluating technical and business value in terms of Tolerate, Invest, Migrate and Eliminate
Provide platform to create standardize tools, uniform design and techniques are maintained to reduce costs of maintenance
Coordinating input on risks, costs and opportunities for concepts
Developing customised applications for the customers aligned with their needs
Perform design and code reviews thoroughly on regular basis, keeping in mind the security measures
Understanding design and production procedures and standards to create prototypes and finished products
Work closely with systems analysts, software developers, data managers and other team members to ensure successful production of application software
Offer viable solutions for various systems and architectures to different types of businesses
Seamless integration of new and existing systems to eliminate potential problems and maintain data structure and bring value in terms of development
Transforming all applications into digital form and implement and evolve around mesh app and service architecture that support new technologies like IOT, blockchain, machine learning, automation, BOTS etc
Cloud Transformation: (Migration)
Understanding non-functional requirements
Producing artefacts such as deployment architecture, interface catalogue
Identify internal and external dependency, vendor and internal IT management
Support build and testing team
Cloud Transformation: (Modernization)
Understanding and Defining target architecture in Integration space
Assessing project pipeline / demand and align to target architecture
Technical support of delivery team in terms and POC and technical guidance
Keep Up-to-date with the latest technologies in the market

Enable Delivery Teams by providing optimal delivery solutions/ frameworks
Build and maintain relationships with executives, technical leaders, product owners, peer architects and other stakeholders to become a trusted advisor
Collaborate with enterprise architect for translating business strategy to execution
Develops and establishes relevant technical, business process and overall support metrics (KPI/SLA) to drive results
Bring value in terms of quality in development activities by leveraging cloud based and scalable infrastructure
Manages multiple projects and accurately reports the status of all major assignments while adhering to all project management standards
Identify technical, process, structural risks and prepare a risk mitigation plan for all the projects
Ensure quality assurance of all the architecture or design decisions and provides technical mitigation support to the delivery teams
Recommend tools for reuse, automation for improved productivity and reduced cycle times
Continuously review session with customers for sustainable development practices
Leads the development and maintenance of enterprise framework and related artefacts
Develops trust and builds effective working relationships through respectful, collaborative engagement across individual product teams
Ensures architecture principles and standards are consistently applied to all the projects
Ensure optimal Client Engagement
Support pre-sales team while presenting the entire solution design and its principles to the client
Negotiate, manage and coordinate with the client teams to ensure all requirements are met and create an impact of solution proposed
Demonstrate thought leadership with strong technical capability in front of the client to win the confidence and act as a trusted advisor

Competency Building and Branding
Ensure completion of necessary trainings and certifications
Develop Proof of Concepts (POCs), case studies, demos etc. for new growth areas based on market and customer research
Develop and present a point of view of Wipro on application design and architect by writing white papers, blogs etc.
Attain market referencability and recognition through highest analyst rankings, client testimonials and partner credits
Be the voice of Wipro’s Thought Leadership by speaking in forums (internal and external)
Mentor developers, designers and Junior architects in the project for their further career development and enhancement
Contribute to the architecture practice by conducting selection interviews etc
Team Management
Resourcing
Anticipating new talent requirements as per the market/ industry trends or client requirements
Hire adequate and right resources for the team
Talent Management
Ensure adequate onboarding and training for the team members to enhance capability & effectiveness
Build an internal talent pool and ensure their career progression within the organization
Manage team attrition
Drive diversity in leadership positions
Performance Management
Set goals for the team, conduct timely performance reviews and provide constructive feedback to own direct reports
Ensure that the Performance Nxt is followed for the entire team
Employee Satisfaction and Engagement
Lead and drive engagement initiatives for the team
Track team satisfaction scores and identify initiatives to build engagement within the team

Stakeholder Interaction

Stakeholder Type

Stakeholder Identification

Purpose of Interaction


Internal

Delivery teams

Review of architectural process deployment in engagements, escalation management, issue resolution, delivery assurance and excellence

Pre-sales team

For solutioning and architectural design purpose


Quality Assurance

Periodic review of architecture


Practice teams

To understand the different solution portfolios


Holmes engineering and roll out

For automation purpose


Talent Transformation Team, Competency Group

Plan and support delivery of Technical Trainings, knowledge sharing

HRBP

For hiring and managing resources


External

Vendors/ Partners

For strategic alignment and partnerships, training

Industry forums
Best practices, market intelligence, knowledge sharing

Display

Lists the competencies required to perform this role effectively:
Functional Competencies/ Skill
Domain/Industry Knowledge – Awareness and knowledge of broad economic, demographic, technological and global trends within own ecosystem – Master
Market Intelligence – Deep specialized understanding of the ecosystem practice, overall market & competition and nuances of delivery in that domain – Master
Systems Thinking – Understanding of the Wipro system (interrelatedness, interdependencies and boundaries) and perform problem solving in a complex environment - Expert
Leveraging Technology – In-depth knowledge of and mastery over ecosystem technology that commands expert authority respect – Master
Asset reusability – ability to re-use the assets to ensure scalability and optimization - Expert
Technical knowledge – architecture design principles, framework and documentation - Master

Competency Levels


Foundation

Knowledgeable about the competency requirements. Demonstrates (in parts) frequently with minimal support and guidance.


Competent

Consistently demonstrates the full range of the competency without guidance. Extends the competency to difficult and unknown situations as well.


Expert

Applies the competency in all situations and is serves as a guide to others as well.


Master

Coaches others and builds organizational capability in the competency area. Serves as a key resource for that competency and is recognised within the entire organization.

Behavioral Competencies
Strategic perspective
Stakeholder Management
Technology Acumen
Innovation
Managing Complexity
Client centricity
Execution excellence
Self-Learning
Domain Experience
Change agility
Passion for results
Nurturing people
Executive presence

Deliver

No.

Performance Parameter

Measure


1.

Support sales team to create wins

% of proposals with Quality Index >7, timely support of the proposals, identifying opportunities/ leads to sell services within/ outside account (lead generation), no. of proposals led


2.

Delivery support

CSAT, delivery as per cost, quality and timelines, Identify and develop resuable components, utilization %, Recommend tools for reuse, automation for improved productivity and reduced cycle times, # of reusable components


3.

Capability development

% trainings and certifications completed, increase in ACE certifications, thought leadership content developed (white papers, Wipro PoVs)


4.

Practice Building

Identifying opportunities for architects in the account and outside through known contacts, Contribute towards domain and technology accelerator kits, Mentoring junior architects


5.

Team Management

Team attrition %, Employee satisfaction score",9936,Wipro Limited,https://www.glassdoor.com/partner/jobListing.htm?pos=104&ao=1136043&s=58&guid=0000018fa55c3e90a01ebd5cb9926802&src=GD_JOB_AD&t=SR&vt=w&cs=1_01ac82ab&cb=1716466237446&jobListingId=1009291142119&jrtk=5-yul1-0-1huilofmdk5pd800-8d4789826325dad2,Bengaluru,10000+ Employees,1945,Information Technology
1009291293105,Software Engineer II (Hybrid),"Job Description
For more than 80 years, Kaplan has been a trailblazer in education and professional advancement. We are a global company at the intersection of education and technology, focused on collaboration, innovation, and creativity to deliver a best in class educational experience and make Kaplan a great place to work.
Our offices in India opened in Bengaluru in 2018. Since then, our team has fueled growth and innovation across the organization, impacting students worldwide. We are eager to grow and expand with skilled professionals like you who use their talent to build solutions, enable effective learning, and improve students’ lives.
The future of education is here and we are eager to work alongside those who want to make a positive impact and inspire change in the world around them.
The Software Engineer II is responsible for software development as a member of a project team. Works closely with subject matter experts, product owners, quality analysts, scrum masters, and others to design, develop, and test software solutions to business problems.

Key Job Responsibilities
Solve problems of considerable scope and complexity
Designing, coding (at least 80%), debugging and optimizing both frontend and backend components as well as internal tools, such as configuration management
Work closely with project, application, and enterprise architects to develop solutions.
Drive the continuous evolution of best practices within the development team.
Balance customer and business needs to design, develop, test, and deliver against timelines.
Contribute to architecture and code design, estimates, code reviews, and documentation to ensure top quality software.
Keeps current with emerging technologies and technological developments within the industry.
Remains flexible and responsive to changing priorities and multiple, concurrent responsibilities.
Be a talent multiplier that motivates the team around them to excel and perform well.
Hybrid Schedule: 3 days remote / 2 days in office
30-day notification period preferred

Minimum Qualifications
Bachelor's Degree (BE/B.Tech)
3+ years of experience
Experience with JavaScript and React.JS
Knowledge of modern web stack technologies including CSS, NEXT.JS
Knowledge of RESTful web service APIs
Experience performing application diagnostics and using diagnostic tools (e.g. Fiddler, Chrome DevTools, IE Inspector, etc.)
Preferred Qualifications:
Knowledge or experience with Cloud Native (AWS) technologies and deployments (e.g.
Serverless, SAM, etc.)
Knowledge of Microservices
Knowledge or experience with software development practices and creation of Continuous
Integration pipelines (e.g. Jenkins, GitHub, etc.)
Knowledge or experience with software build tools (e.g. Webpack, MsBuild) and automated continuous deployments.
#LI-NJ1
#LI-Remote
Location
Bangalore, KA, India
Additional Locations
Employee Type
Employee
Job Functional Area
Development
Business Unit
00092 Kaplan Health
Kaplan is an Equal Opportunity Employer. All positions with Kaplan are paid at least $15 per hour or$31,200 per year for full-time positions. Compensation for specific positions are based on job level, skills, years of experience, and education, among other factors. Additionally, certain positions are bonus or commission eligible.
Diversity & Inclusion Statement:

Diversity inspires innovation and growth in the Kaplan community. Kaplan strives to be a model employer for inclusiveness. Not only does Kaplan value its employees for their professionalism and skills, but also for the unique viewpoints they bring to the Organization. Kaplan's employees bring diverse perspectives, ideas, and backgrounds that give Kaplan a competitive edge in anticipating and exceeding our students' needs in today's global market. Learn more about our
culture
.",11978,Kaplan,https://www.glassdoor.com/partner/jobListing.htm?pos=105&ao=1136043&s=58&guid=0000018fa55c3e90a01ebd5cb9926802&src=GD_JOB_AD&t=SR&vt=w&cs=1_3ac93c64&cb=1716466237448&jobListingId=1009291293105&jrtk=5-yul1-0-1huilofmdk5pd800-ac2f3c0fbf451434,Bengaluru,10000+ Employees,1938,Education
1009291135571,Full Stack Developer,"CRONBERRY: MARKETING AUTOMATION AND LEAD MANAGEMENT SOFTWARE
Cronberry offers comprehensive marketing automation and lead management solutions tailored to meet every organization's marketing needs. With over 600 satisfied users, Cronberry provides businesses with the tools necessary to scale and grow effectively. By combining lead management and marketing automation, Cronberry enables businesses to manage leads from various sources while improving user engagement simultaneously. With Cronberry, businesses can track user behavior, devise engagement strategies, and manage team performance effectively. Personalized messaging and a unique online experience empower businesses to make their marketing relevant, rising above promotional noise and achieving better results.
Job Title: Full Stack Developer
The ideal candidate is a self-motivated, multi-tasker, and demonstrated team-player. You will be a lead developer responsible for the development of new software products and enhancements to existing products. You should excel in working with large-scale applications and frameworks and have outstanding communication and leadership skills.
Responsibilities
Writing clean, high-quality, high-performance, maintainable code
Develop and support software including applications, database integration, interfaces, and new functionality enhancements
Coordinate cross-functionally to insure the project meets business objectives and compliance standards
Support test and deployment of new products and features
Participate in code reviews
Qualifications
Bachelor's degree in Computer Science (or related field)
3+ years of relevant work experience
Expertise in Object Oriented Design, Database Design, and XML Schema
Experience with Agile or Scrum software development methodologies
Ability to multi-task, organize, and prioritize work
Skills required-
Data Architecture
Software Development
Software Development Methodologies
Code Review
Computer Science
Java
React.js
Amazon Web Services (AWS)
Microservices
API Development
Seniority Level - Mid-Senior level
Industry - IT Services and IT Consulting ,Software Development,IT System Custom Software Development Employment
Type - Full-time
Job Location - Mansarovar, Jaipur
Job Types: Full-time, Permanent
Pay: ₹800,000.00 - ₹1,200,000.00 per year
Benefits:
Health insurance
Provident Fund
Schedule:
Monday to Friday
Supplemental pay types:
Performance bonus
Yearly bonus
Education:
Bachelor's (Preferred)
Experience:
Angular: 1 year (Preferred)
total work: 1 year (Preferred)
Java: 1 year (Preferred)
Work Location: In person
Application Deadline: 30/05/2024
Expected Start Date: 01/06/2024",0,Cronberry Technologies Pvt Ltd,https://www.glassdoor.com/partner/jobListing.htm?pos=106&ao=1136043&s=58&guid=0000018fa55c3e90a01ebd5cb9926802&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_de117b9d&cb=1716466237449&jobListingId=1009291135571&jrtk=5-yul1-0-1huilofmdk5pd800-c26fbc4769ba2640,India,NA,NA,NA
1009291189992,Java Springboot Technical Lead,"Java Springboot Technical Lead
Full-time
Company Description
About Sopra Steria
Sopra Steria, major Tech player in Europe recognised for its consulting, digital services and software development, helps its clients drive their digital transformation and obtain tangible and sustainable benefits. It provides end-to-end solutions to make large companies and organisations more competitive by combining in-depth knowledge of a wide range of business sectors and innovative technologies with a fully collaborative approach. Sopra Steria places people at the heart of everything it does and is committed to putting digital to work for its clients in order to build a positive future for all. With 50,000 employees in nearly 30 countries, the Group generated revenue of €5.1 billion in 2022.
The world is how we shape it.
Job Description
Job Description

Total Experience Expected: 06-08 years
Key Responsibilities:
Develop clean, efficient, maintainable and extendable code
Perform code reviews and conduct unit testing to ensure standards are understood and being followed
Utilise your experience of Java application design
Use your experience and initiative to suggest appropriate approaches, methods and technologies to use on projects
Collaborating with the other members of the Agile Team to develop a seamless solution
Effectively communicating with the wider IT team and key stakeholders
Deliver a complete application
Communicating with external web services
Creating configuration, build, and test scripts for Continuous Integration environments
Ensure that the agreed Definition of Done is met for each requirement
Support automation testing
Set up and manage cloud environments and create test data
Participate in all Release Planning meetings
Attend all Agile ceremonies
Qualifications
Java, Java Spring boot, Apache Kafka, Microservices
Additional Information
At our organization, we are committed to fighting against all forms of discrimination. We foster a work environment that is inclusive and respectful of all differences.
All of our positions are open to people with disabilities.",466295,Sopra Steria,https://www.glassdoor.com/partner/jobListing.htm?pos=107&ao=1136043&s=58&guid=0000018fa55c3e90a01ebd5cb9926802&src=GD_JOB_AD&t=SR&vt=w&cs=1_5d17b215&cb=1716466237447&jobListingId=1009291189992&jrtk=5-yul1-0-1huilofmdk5pd800-7f5c320e9182b743,Noida,10000+ Employees,1968,Information Technology
1009290956107,.NET FSD,"Description External
9+ years experience, Instrumental in designing, coding, and implementing complex software solutions . You will leverage your deep understanding of .NET technologies to build scalable and high-performing micro services and APIs.
Design and develop robust APIs and microservices using .NET technologies, ensuring they are scalable, maintainable, and meet business requirements.
Mandatory skill Cloud Technologies (Azure) (Azure API) (Azure Functionss)
Should be good in C# And Azure Signal R services
Troubleshoot and optimize for performance and scalability.
Qualifications
Proficient in .NET Core, C#, and familiarity with architecture styles/APIs for coding and unit testing (.NET core, c#, RESTful APIs, Microservices, SQL, Integration Patterns,)
Experience with microservices architecture and containerized environment including Docker and Kubernetes.
Strong background in object-oriented design and development.
Excellent troubleshooting and communication skills.
Solid understanding of the full software development life cycle.
Familiarity with Agile and DevSecOps methodologies, Secure Coding practise
About Virtusa
Teamwork, quality of life, professional and personal development: values that Virtusa is proud to embody. When you join us, you join a team of 30,000 people globally that cares about your growth — one that seeks to provide you with exciting projects, opportunities and work with state of the art technologies throughout your career with us.
Great minds, great potential: it all comes together at Virtusa. We value collaboration and the team environment of our company, and seek to provide great minds with a dynamic place to nurture new ideas and foster excellence.
Virtusa was founded on principles of equal opportunity for all, and so does not discriminate on the basis of race, religion, color, sex, gender identity, sexual orientation, age, non-disqualifying physical or mental disability, national origin, veteran status or any other basis covered by appropriate law. All employment is decided on the basis of qualifications, merit, and business need.",29396,Virtusa,https://www.glassdoor.com/partner/jobListing.htm?pos=108&ao=1136043&s=58&guid=0000018fa55c3e90a01ebd5cb9926802&src=GD_JOB_AD&t=SR&vt=w&cs=1_785e2278&cb=1716466237449&jobListingId=1009290956107&jrtk=5-yul1-0-1huilofmdk5pd800-8f41833765df7041,Andhra Pradesh,10000+ Employees,1996,Information Technology
1009291197375,PHP Laravel Developer,"PHP LARAVEL DEVELOPER
This role is for a Full Stack Developer who will building, reviewing, deploying and maintaining the software solutions.
The Essential Technical Skills are as follows:-
- PHP 8 or higher
- RDBMS Systems (MySQL, MSSQL, MariaDB)
- Good understanding of MVC
- Laravel Framework
- JavaScript
- Symphony
- NodeJS
- Ajax
- jQuery
- Linux
- Apache
Experience of successful project/product completion and delivery (ideally involving simultaneous projects)
Demonstrable experience of SOAP, REST (and other API) implementation.
Ability to work in an Agile development environment
Responsive Design experience and versioning using GIT.
Experience developing microservices and hands-on in Apache.
Strong skills in communicating, implementing and achieving business objectives and goals.
Should able to setup Jenkins / Hudson and perform CI/CD pipelines.
Strong organization/project planning, time management, and change management skills across multiple functional groups and departments, strong delegation skills involving prioritizing and reprioritizing work.
Excellent analytical, problem-solving skills along with effective written and verbal communication skills.
Job Requirement:
5 - 7 years of working experience in PHP Laravel – Symphony frameworks.
Should have a good degree in Computer Science, Software Engineering, or a similar subject or have industry related experience.
Open source or community experience is a plus.
Experience with content authoring tools is a plus.
Job Type: Full-time
Pay: ₹1,200,000.00 - ₹1,400,000.00 per year
Benefits:
Health insurance
Work from home
Schedule:
Monday to Friday",0,Verinon Technology Solutions Sdn Bhd,https://www.glassdoor.com/partner/jobListing.htm?pos=109&ao=1136043&s=58&guid=0000018fa55c3e90a01ebd5cb9926802&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_e62c0451&cb=1716466237450&jobListingId=1009291197375&jrtk=5-yul1-0-1huilofmdk5pd800-14c7be8ac3807741,Remote,NA,NA,NA
1009291341641,Urgent Hiring for Experience Java Developer (03yr To 03yr) Chandigarh,"Dear Candidate,
Yiron Technologies immediate hiring for Experience Java Developer, Who have well Experience in Fronted and backend technologies.
Job Location: IT Park Chandigarh
Mode of Interview : Virtual Interview
Experience Required :03yr To 05yr
Job Description:
- Multiple openings with experience range of 3+ years' in Java/J2EE application development using Spring Framework as mandatory requirement
- Must have strong working experience of backend development using Java, Jdbc, Spring Rest, Spring Core, Hibernate etc.
- Must have strong working experience on Java IDEs like Net beans, Eclipse or STS and Build and version control tools like Maven, Ant, SVN, Github etc.
- Must have knowledge of latest J2EE technologies and frameworks like Restful Web Services both JSON and XML, Microservices, Spring Batch, Spring Scheduler, Spring Security etc.
- Must have strong hands-on experience of one or more relational databases such as MySQL, SQL Server, Oracle, Mongo DB etc.
- Having knowledge of other J2EE technologies like Spring MVC, Servlets, JSPs, HTML5, CSS3, Bootstrap, JQuery etc will be a plus and will be given advantage.
- Must have strong analytical skills along with ability to write complex business logics as per Industry Best Practices.
- Must have good knowledge of various Java, J2EE and Spring design patterns and ability to design the backend for a web application or module from scratch.
- Should have strong written and verbal communication skills and excellent aptitude.
- Should be able work in a team as member and lead at times.
Job Responsibilities :
- Work on the assigned tasks from scratch in Development project or in bug fixes as a part of Maintenance projects as applicable.
- Document the technical designs using flow charts, UML, class diagrams, sequence diagrams, activity diagrams, data flow diagrams, database schemas and Wireframes.
- Write Optimum and Scalable Java/J2EE/Spring Code as per the Industry best practices and adhering to company coding standards.
- Perform the Self Unit Testing of coded components and also write automation scripts to test the functionalities wherever needed.
- Coordinate with internal teams within the company or external teams from vendor side or client side to discuss and resolve issues related to pending clarifications during the duration of tasks.
- Mentor the junior team members if assigned.
- Work closely with Team Leads and Project Managers to ensure the successful, good quality and timely deliveries.
Eligibility :
- A Bachelor's degree preferably a BE/BTech-CSE or MCA or equivalent with through-out first division with 3+ years of strong hands on Java Spring Technologies.
- Must have excellent analytical skills, presentations skills and communication skills.
- Must have consistently good academic records and consistency in educational/work background.
- Preference will be given to candidates with Travels domain or B2B/B2C projects experience and Relevant Technology Certifications
Also visit the company website at www.yirontechnologies.com OR connect us : 070874-04014
Regards
HR Team
Job Type: Full-time
Pay: ₹374,873.04 - ₹869,287.34 per year
Benefits:
Flexible schedule
Health insurance
Life insurance
Paid sick time
Paid time off
Schedule:
Day shift
Monday to Friday
Tipe Lokasi:
In-person
Education:
Diploma (Preferred)
Experience:
total work: 3 years (Required)
Java: 3 years (Required)
JSP: 3 years (Required)
License/Certification:
Java (Preferred)
Work Location: In person",3415272,Yiron Technologies,https://www.glassdoor.com/partner/jobListing.htm?pos=110&ao=1136043&s=58&guid=0000018fa55c3e90a01ebd5cb9926802&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_2658f0d3&cb=1716466237449&jobListingId=1009291341641&jrtk=5-yul1-0-1huilofmdk5pd800-ed3af6f0f92e58f0,Chandigarh,1 to 50 Employees,--,--
