"job_id","job_title","job_description","company_id","company_name","job_url","job_location","company_size","founded_year","company_sector","country"
"1009294213222","Python Backend Developer","Job Title Python Backend Developer Location Bangalore India We are hiring for a VCfunded logistics startup based in Bangalore . They are dedicated to revolutionizing the logistics industry through technology . They are seeking a highly skilled and experienced Python Backend Developer to join team in Bangalore . As a Backend Developer you will play a critical role in developing and enhancing our serverside applications ensuring they are robust scalable and efficient . Key Responsibilities Develop and maintain serverside applications using Python and FastAPI . Optimize and manage databases primarily using PostgreSQL . Develop and integrate RESTful APIs to support frontend functionalities . Implement automated testing and deployment pipelines using GitHub and CodePipeline . Collaborate with crossfunctional teams to define design and ship new features . Monitor and optimize application performance to ensure high availability and reliability . Qualifications Experience Minimum 2 years of experience in designing and building backend applications . Python Expertise Strong proficiency in Python including ObjectOriented and Functional programming concepts . Frameworks Experience with Python web frameworks like FastAPI Django or Flask . Database Management Strong experience with PostgreSQL and familiarity with DynamoDB . API Development Proficiency in designing and integrating RESTful APIs . Code Quality Familiarity with development tools such as Pylint and Black Python code formatter . CS Fundamentals Strong understanding of data structures algorithms and systems design . Communication Strong English comprehension and communication skills . Collaboration Ability to work effectively in a fastpaced collaborative environment . Optional Containerization Handson experience with Docker for containerization . Cloud Services Proficient in AWS services such as Lambda API Gateway S3 and CodePipeline . How to Apply If you are a talented and motivated Python Backend Developer Please submit your resume to vijaykananienlightenschola . in Keywords Startup jobs Backend developer job in Bangalore Backend developer job Python Backend job in Bangalore IT job Python job Bangalore IT jobs Backend engineer job Backend engineer job in Bangalore web application job Bangalore startup job funded startup job FastAPI job Docker job AWS job Postgres job serverless architecture job microservices job cloud computing job . Job Types Fulltime Permanent Pay 800000 . 00 1800000 . 00 per year Benefits Flexible schedule Health insurance Paid sick time Provident Fund Schedule Day shift Monday to Friday Ability to commuterelocate Bangalore Karnataka Reliably commute or planning to relocate before starting work Required Education Bachelors Preferred Experience python backend 2 years Required Django Flask or Fast API 2 years Required Work Location In person","0","Enlighten Schola","https://www.glassdoor.com/partner/jobListing.htm?pos=101&ao=1136043&s=58&guid=0000018faf564bc4a82f6ef764d209e5&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_c9981c7e&cb=1716633619722&jobListingId=1009294213222&jrtk=5-yul1-0-1hunlcivsl210800-e6523a7bff686d33","Bengaluru","NA","NA","NA","India"
"1009289696956","Python Developer","Job Description Position Python Developer Experience Level 3+ Years Location Noida Hybrid Remote Type FullTime Responsibilities Develop test and maintain highquality Python applications . Write efficient reusable and scalable code . Collaborate with crossfunctional teams to define design and ship new features . Troubleshoot debug and upgrade existing software . Integrate userfacing elements developed by frontend developers with serverside logic . Implement security and data protection measures . Design and implement lowlatency highavailability and performant applications . Participate in code reviews to maintain code quality and share knowledge . Stay updated with the latest industry trends and technologies to ensure our solutions remain at the cutting edge . Requirements Proven experience as a Python Developer for at least 3 years . Strong understanding of Python libraries and frameworks such as Django Flask or Pyramid . Experience with frontend technologies JavaScript HTML5 CSS3 is a plus . Proficient understanding of code versioning tools such as Git . Familiarity with RESTful APIs and web services . Experience with databases SQL PostgreSQL NoSQL databases like MongoDB . Strong problemsolving skills and ability to work independently or as part of a team . Excellent communication and interpersonal skills . Familiarity with containerization technologies like Docker is a plus . Experience with cloud services AWS Azure Google Cloud is desirable . Preferred Skills Experience with GDALOGR for geospatial data manipulation . Experience with desktop automation tools e . g . PyAutoGUI AutoHotkey . Experience with asynchronous programming and threading in Python . Knowledge of data science and machine learning libraries e . g . Pandas NumPy ScikitLearn . Experience with continuous integration and continuous deployment CICD pipelines . Familiarity with AgileScrum development methodologies . Understanding of microservices architecture . Education Bachelors or Masters degree in Computer Science or equivalent education in related field from the recognised institute university college . What We Offer Competitive salary and comprehensive benefits package . Opportunity to work on innovative and impactful projects . Flexible working hours and the possibility of remote work . Professional development opportunities and career growth . A collaborative and inclusive work environment . Location Noida Joining Time Immediately Job Types Fulltime Permanent Benefits Flexible schedule Provident Fund Schedule Day shift Monday to Friday Education Bachelors Preferred Experience Python 3 years Preferred total work 4 years Preferred Django 3 years Preferred Work Location In person","0","GIS Consortium India Pvt Ltd","https://www.glassdoor.com/partner/jobListing.htm?pos=724&ao=1136043&s=58&guid=0000018faf68c21d8128b1e4c93bf824&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_2eb6702f&cb=1716634829959&jobListingId=1009289696956&jrtk=5-yul1-0-1hunmhgj5i6mp800-abe590276d27b946","Noida","NA","NA","NA","India"
"1009286548792","Java Developer","Responsibilities Design build and maintain new backend services providing highperformance highavailability APIs to frontend developers mobile client teams external partners . Although this role is focused on backend services you will also get to play with frontend code client codes and other cool services . Build extraordinary customerfocused web and mobile applications Create new Microservices and extend existing one in our largescale SOA architecture . Conduct unit functional integration and other forms of automated testing . Help us meet aggressive performance and scalability goals keeping us ahead of dramatic growth in the space . Help us define the user experience to continue to delight our users . Primary Skills Strong software engineering fundamentals Object Oriented design data structures and algorithms . A qualityoriented mindset with a strong commitment to automated testing metrics collection monitoring and continuous improvement in all of your work . Proficient in JavaJ2EE Spring Sprint Boot Experience implementing RESTful services with APIs . Cloud expertise AWS Ability to drive features from conception to deployment in an agile team with continual delivery . MYSQL Secondary Skills Graduate with 23+ years of development experience in implementing largescale distributed production class Saas software Elasticsearch snowflakes Job Types Fulltime Permanent Pay 550000 . 00 1400000 . 00 per year Benefits Health insurance Provident Fund Work from home Schedule Monday to Friday Tipe Lokasi Remote Education Bachelors Preferred Experience total work 4 years Preferred Java 2 years Preferred JSP 2 years Preferred LicenseCertification Java Preferred Work Location Remote Speak with the employer +91 9940055967 Expected Start Date 03062024","0","Beroe Inc","https://www.glassdoor.com/partner/jobListing.htm?pos=1303&ao=1136043&s=58&guid=0000018faf7cf49e8a27fff82a73b3e1&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_79504d81&cb=1716636153432&jobListingId=1009286548792&jrtk=5-yul1-0-1hunnpt6ti6nc800-ffa97aa2f8b3ef14","Chennai","NA","NA","NA","India"
"1009286484260","DevOps Engineer","About Snapmint Founded by serial Entrepreneurs from IIT Bombay Snapmint is challenging the way banking is done by building the banking experience ground up . Our first product provides purchase financing at 0 interest rates to 300 Million banked consumers in India who do not have credit cards using instant credit scoring and advanced underwriting systems . We look at hundreds of variables much beyond traditional credit models . With real time credit approval seamless digital loan servicing and repayments technology we are revolutionizing the way banking is done for todays smartphonewielding Indian . Leadership and are IIT Bombay alumni and serial entrepreneurs . Their success stories include Oyo Ola Holachef Inrea and Sodel Solutions . Since 2008 the focus has been on solving big data problems realtime predictive technologies and algorithms primarily Adtech Consumer Marketing and Media and growing eCommerce brands . comes with a very indepth knowledge of consumer tech and is adept in scaling the systems . He is currently heading the Engineering team at Snapmint and looking forward to scale the tech for the next 100M consumers . About the role Snapmint DevOps team is looking for a DevOps Engineer with a passion for working on cutting edge technology and thrives on the challenge of building something new that will operate at massive scale . In this role you will be responsible for building and maintaining DevOps related technologies . You will work alongside Software Engineers . Your work will have a high impact on making online retail purchases more affordable to 1B Indian consumers . You will completely be building and owning one of the areas of DevOps CICD Scaling microservices and distributed applications using containers and Kubernetes or related technologies db clusters Data Lake platform Centralized logging monitoring security We are looking for a talented DevOps Engineer that will contribute to the success of Snapmint by partnering with Engineering Operations Stakeholders and Management . We are looking for a person who is committed to teamwork who enjoys working on cutting edge technology in a fastpaced environment is customer centric and thrives on the challenge of building something new that will operate at a nationwide scale . Basic Qualification Bachelors or Masters degree in Computer Science or equivalent . Programming experience with at least one scripting language such as Python Java script or Shell 23 years of experience as a DevOps Engineer Preferred Qualifications Proven success in communicating with users other technical teams and senior management to collect requirements describe technical decisions and technical strategy Knowledge of professional software engineering best practices for full software development life cycle including coding standards code reviews source control management continuous deployments testing information security and operations Strong emphasis on building solutions to automate development and operational systems Experience providing technical leadership and mentoringtraining other engineering community on best practices and complex technical issues Experience with Infrastructure as Code using Cloud Formation Terraform or other tools . Experience in cloud native CICD workflows and tools such as Jenkins Bamboo Teamcity Code Deploy AWS andor GitLab . Experience with microservices and distributed applications such as containers Kubernetes . Experience with the full software development lifecycle and delivery using Agile practices . Experience working with AWS technologies Good analytical and problemsolving skills Job Type Fulltime Pay 700000 . 00 1200000 . 00 per year Schedule Day shift Monday to Friday Work Location In person","0","Snapmint","https://www.glassdoor.com/partner/jobListing.htm?pos=1512&ao=1136043&s=58&guid=0000018faf8413ddbbfd49367e7d02df&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_1e3ca491&cb=1716636620228&jobListingId=1009286484260&jrtk=5-yul1-0-1huno850girr5800-271a4ab3b1e55e5b","Gurgaon","NA","NA","NA","India"
"1009294212049","Urgent Requirement for Java Developer","Job Description Job Title Java Developer Location Gurgaon India Experience Required Minimum 4 years Skills Required Spring Boot Micro services Hibernate Roles and Responsibilities Design develop and implement Javabased applications using industry best practices and design patterns . Utilize Spring Boot framework for rapid application development including building RESTful APIs integrating with databases and implementing security measures . Architect develop and deploy microservicesbased applications ensuring scalability fault tolerance and high availability . Design and develop RESTful APIs for interservice communication and external integrations ensuring adherence to REST principles and best practices . Job Types Fulltime Permanent Benefits Food provided Health insurance Paid sick time Provident Fund Schedule Day shift Fixed shift Monday to Friday Morning shift Job Types Fulltime Permanent Pay 383019 . 03 1055655 . 04 per year Benefits Food provided Health insurance Life insurance Paid sick time Provident Fund Schedule Day shift Fixed shift Monday to Friday Morning shift Job Types Fulltime Permanent Pay 382781 . 84 1211810 . 93 per year Benefits Food provided Health insurance Life insurance Paid sick time Provident Fund Schedule Day shift Fixed shift Monday to Friday Morning shift Tipe Lokasi Inperson Application Question s Kindly mention your notice period Immediate 10 days . Experience Microservices 3 years Preferred Java 4 years Preferred Spring Boot 3 years Preferred Work Location In person","0","Mobile Programming India Pvt Ltd","https://www.glassdoor.com/partner/jobListing.htm?pos=102&ao=1136043&s=58&guid=0000018faf564bc4a82f6ef764d209e5&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_9e3a3dd6&cb=1716633619724&jobListingId=1009294212049&jrtk=5-yul1-0-1hunlcivsl210800-c4ccdcef4e562e88","Gurgaon","NA","NA","NA","India"
"1009294172362","Software Developer Java Senior Software Developer Java ","Department Technology Designation Software Developer Java Senior Software Developer Java Experience 36 Years Job Type Permanent Location CoimbatoreBangalore Qualification BEB . TechMSMCAdegree in Computer Science or a related field Responsibilities Build and maintain efficient and reliable Java code . Ensure designs and code modules are in compliance with specifications . Ensure performance quality and responsiveness of the applications . Perform code reviews of peers and junior developers . Prepare and produce releases of software components . Skills Proficient in Java 1 . 8+ with handson experience in developing medium to large applications . Strong J2EE experience with database skills Comprehensive knowledge of objectoriented programming . Familiar with various design and architectural patterns and concurrency patterns in Java . Familiar and good working knowledge of MVC JDBC and RESTFUL concepts . Experience with contemporary web application frameworks . Good understanding of the class loading and memory management mechanisms in Java . Proficient understanding of code versioning tools such as GitSVN Familiarity with continuous integration and with build tools such as Ant Maven and Gradle . Excellent knowledge of Relational Databases SQL and ORM technologies Hibernate . . . Working knowledge of TDD using JunitMockitoEasy Mock or equivalent frameworks V 1 . 0 Oct 2023 Ability to adjust priorities quickly as circumstances dictate . Mandatory 3+ Yrs of experience on Java development using JDK 1 . 8 up Apps development using RESTWSDLSOA connecting to databases . 2+ Yrs of developing cloudnative applications using Spring BootSpring Cloud is a must . 2+ Yrs of experience in TDD using JunitMockitoEasy Mock or equivalent frameworks . Optional Good to have Microservice Openshift Kubernetes experience is plus . Salary 12lpa to 18lpa Location Coimbatore Tamilnadu Contact 9845135287 Manisha Job Types Fulltime Permanent Pay 1200000 . 00 1800000 . 00 per year Schedule Day shift Tipe Lokasi Inperson Education Bachelors Preferred Experience total work 1 year Preferred Java 1 year Preferred JSP 1 year Preferred LicenseCertification Java Preferred Work Location In person Speak with the employer +91 9845135287","0","CAPFORCE INTEGRATED SERVICES","https://www.glassdoor.com/partner/jobListing.htm?pos=103&ao=1136043&s=58&guid=0000018faf564bc4a82f6ef764d209e5&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_5d402c9e&cb=1716633619724&jobListingId=1009294172362&jrtk=5-yul1-0-1hunlcivsl210800-c79f6bb19d239c27","Coimbatore","NA","NA","NA","India"
"1009294184829","Java Backend Developer","Job Title Java Backend Developer Domain Banking Job Overview We are seeking a highly skilled and experienced Java Backend Developer . The ideal candidate will have a strong background in Java development with expertise in building scalable and highperformance backend systems . As a Java Backend Developer you will be responsible for designing developing and maintaining serverside applications APIs and databases to support our software solutions . Responsibilities Designing developing and maintaining backend services and applications using Java technologies . Collaborating with crossfunctional teams to understand project requirements and translate them into technical specifications . Writing clean efficient and maintainable code that meets design and architectural standards . Implementing and integrating thirdparty APIs and services as needed . Optimizing performance and scalability of backend systems through code optimization caching mechanisms and database tuning . Conducting code reviews debugging and troubleshooting production issues . Documenting technical designs processes and procedures . Requirements Bachelors degree in computer science Engineering or related field . Proven experience as a Java Backend Developer or similar role with a minimum of 4 . 5 years of handson experience in Java development . Proficiency in Java programming language and related frameworks e . g . Spring Spring Boot . Strong understanding of objectoriented design principles data structures and algorithms . Experience with relational databases e . g . MySQL PostgreSQL and NoSQL databases e . g . MongoDB . Familiarity with RESTful APIs microservices architecture and cloud platforms e . g . AWS Azure . Knowledge of version control systems e . g . Git and CICD pipelines . Excellent problemsolving skills and attention to detail . Strong communication and collaboration skills . Job Types Fulltime Permanent Pay 1000000 . 00 1800000 . 00 per year Benefits Health insurance Life insurance Provident Fund Schedule Day shift Fixed shift Tipe Lokasi Inperson Education Bachelors Preferred Experience JAVA 4 years Required total work 4 years Required Work Location In person Speak with the employer +91 8080338783 Expected Start Date 07062024","0","Supercure Pvt Ltd","https://www.glassdoor.com/partner/jobListing.htm?pos=104&ao=1136043&s=58&guid=0000018faf564bc4a82f6ef764d209e5&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_c75607fe&cb=1716633619724&jobListingId=1009294184829&jrtk=5-yul1-0-1hunlcivsl210800-b79f89816562d4e0","Chennai","NA","NA","NA","India"
"1009294184424","MERN Stack Developer","Role Software Developer Skills React . js Node . js Java Spring Exp 5+yrs Location Pune NP Immediate Joiner Interested candidates kindly share cv on pradnya . bhaleraoprogramming . com Bachelors degree in scienceITComputing or equivalent and 4+ years experience as a software engineer Exposure to CICD processes and tools Jenkins preferred Thorough understanding of software development andor support methodologies principles and procedures and related software management tools . React . JS Redux JavaScript ES6 Typescript NPM Nodejs HTML5CSS SASS etc . Deep knowledge of Java Design patterns Core Data types Collections handling Exceptions Maps OOP Microservices . Demonstrable experience with the Spring framework components Spring Boot MVC Integration Security etc . Database working experience and knowledge for relational and nonrelationa Job Type Fulltime Pay 576192 . 63 1334093 . 13 per year Benefits Health insurance Provident Fund Schedule Day shift Monday to Friday Application Question s How many days NP Serving NP Education Bachelors Preferred Experience total work 4 years Preferred React 4 years Preferred Node . js 4 years Preferred Java 1 year Preferred Work Location In person","713262","Mobile Programming LLC","https://www.glassdoor.com/partner/jobListing.htm?pos=105&ao=1136043&s=58&guid=0000018faf564bc4a82f6ef764d209e5&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_3e1747d2&cb=1716633619722&jobListingId=1009294184424&jrtk=5-yul1-0-1hunlcivsl210800-cd01d57ace6351de","India","1001 to 5000 Employees","2000","Information Technology","India"
"1009293443080","Senior Principal Consultant Solution Architect ","Genpact NYSE G is a global professional services and solutions firm delivering outcomes that shape the future . Our 125000+ people across 30+ countries are driven by our innate curiosity entrepreneurial agility and desire to create lasting value for clients . Powered by our purpose the relentless pursuit of a world that works better for people we serve and transform leading enterprises including the Fortune Global 500 with our deep business and industry knowledge digital operations services and expertise in data technology and AI . Inviting applications for the role of Senior Principal Consultant Solution Architect Responsibilities Solution Design Lead the design and development of endtoend technical solutions that meet business requirements and align with the organizations IT strategy . Architecture Planning Define the overall architecture vision strategy and principles for projects and initiatives . Technology Evaluation Research and evaluate emerging technologies tools and frameworks to recommend the best fit for specific projects . Requirements Analysis Collaborate with business stakeholders and project managers to gather and analyze requirements ensuring a deep understanding of business needs . Technical Leadership Provide technical leadership to development teams guiding them in the implementation of architectural best practices and patterns . Scalability and Performance Design solutions that are scalable performant and able to handle future growth and increased demand . Integration and Interoperability Define integration strategies for connecting new and existing systems ensuring seamless data flow and communication . Security and Compliance Incorporate security and compliance best practices into the architecture to safeguard sensitive data and protect against potential threats . Documentation Create and maintain comprehensive technical documentation including architectural diagrams design decisions and guidelines . Stakeholder Management Interact with business stakeholders project managers and executives to present solutions gain buyin and address concerns . Qualifications we seek in you Minimum Qualifications Bachelors or Masters degree in Computer Science Software Engineering or related field . Proven work experience as a Solution Architect with years of handson experience . Experience working with Offshore teams . Handful experience in software development along with experience in JAVAJ2EE frameworks . Experience working on AWS or any other cloud platform . Preferred Qualifications Skills Strong expertise in solution design architecture and implementation of largescale systems and applications . Extensive knowledge of various software architecture patterns including microservices SOA and eventdriven architecture . Proficiency in evaluating and selecting appropriate technologies platforms and tools for specific projects . Indepth understanding of cloud computing platforms e . g . AWS Azure Google Cloud and their services . Experience with database design data modeling and database management systems . Familiarity with software development methodologies DevOps practices and CICD pipelines . Excellent problemsolving and analytical skills with a focus on finding innovative solutions to complex challenges . Strong communication and presentation skills with the ability to convey technical concepts to nontechnical stakeholders . Leadership experience and the ability to mentor and guide development teams . Certifications related to enterprise architecture e . g . TOGAF AWS Solution Architect are desirable but not mandatory . Proven track record of successfully delivering highquality and scalable solutions on time and within budget . Genpact is an Equal Opportunity Employer and considers applicants for all positions without regard to race color religion or belief sex age national origin citizenship status marital status militaryveteran status genetic information sexual orientation gender identity physical or mental disability or any other characteristic protected by applicable laws . Genpact is committed to creating a dynamic work environment that values diversity and inclusion respect and integrity customer focus and innovation . For more information visit www . genpact . com . Follow us on Twitter Facebook LinkedIn and YouTube . Furthermore please do note that Genpact does not charge fees to process job applications and applicants are not required to pay to participate in our hiring process in any other way . Examples of such scams include purchasing a starter kit paying to apply or purchasing equipment or training . JobSenior Principal Consultant Primary LocationIndiaBangalore ScheduleFulltime Education LevelBachelors Graduation Equivalent Job PostingMay 24 2024 80135 AM Unposting DateOngoing Master Skills ListConsulting Job CategoryFull Time","42613","Genpact","https://www.glassdoor.com/partner/jobListing.htm?pos=124&ao=1136043&s=58&guid=0000018faf564bc4a82f6ef764d209e5&src=GD_JOB_AD&t=SR&vt=w&cs=1_0605f267&cb=1716633619726&jobListingId=1009293443080&jrtk=5-yul1-0-1hunlcivsl210800-dbe9a5b2617c8841","Bengaluru","10000+ Employees","1997","Information Technology","India"
"1009293771632","Staff Software Engineer","Job Description What if you could use your technology skills to develop a product that impacts the way communities hospitals homes sports stadiums and schools across the world are built Construction impacts the lives of nearly everyone in the world and yet its also one of the worlds least digitized industries . Thats why were looking for an experienced Staff Software Engineer to join Procores journey to revolutionize a historically underserved industry . The PDF Services team is looking for help in building and running our nextgeneration microservice for PDF rendering at scale . As a Staff Software Engineer at Procore youll work in a small team to meet the growing document rendering needs of Procores millions of users . This position will be based in our Bengaluru offices . Were looking for someone to join us immediately . What youll do Design develop and maintain a highperformance microservice for document rendering using Ruby on Rails with Postgres running in Kubernetes on AWS . Perform in oncall duty rotations one week in duration . Collaborate with product and customer support teams to gather requirements and implement solutions that meet business needs . Conduct code reviews and provide constructive feedback to peers for maintaining code quality and consistency . What we are looking for Bachelors Degree in Computer Science or equivalent experience . 8+ years experience in software engineering fundamentals . Professional experience with Ruby on Rails Postgres and ServiceOriented Architecture in general . Experience with Docker Kubernetes or other containerization technologies is a plus . Experience working with a team on large initiatives with the ability to coursecorrect as needed . Strong experience documenting and bringing team clarity to complex solutions . Excellent debugging skills with their attendant patience grit and creativity . A curious mind that is driven to innovate and solve customer problems . Additional Information Perks Benefits At Procore we invest in our employees and provide a full range of benefits and perks to help you grow and thrive . From generous paid time off and healthcare coverage to career enrichment and development programs learn more details about what we offer and how we empower you to be your best . About Us Procore Technologies is building the software that builds the world . We provide cloudbased construction management software that helps clients more efficiently build skyscrapers hospitals retail centers airports housing complexes and more . At Procore we have worked hard to create and maintain a culture where you can own your work and are encouraged and given resources to try new ideas . Check us out on Glassdoor to see what others are saying about working at Procore . We are an equalopportunity employer and welcome builders of all backgrounds . We thrive in a diverse dynamic and inclusive environment . We do not tolerate discrimination against employees on the basis of age color disability gender gender identity or expression marital status national origin political affiliation race religion sexual orientation veteran status or any other classification protected by law . If you would like to stay in touch and be the first to hear about new roles at Procore join our Talent Community . ","691343","Procore","https://www.glassdoor.com/partner/jobListing.htm?pos=125&ao=1136043&s=58&guid=0000018faf564bc4a82f6ef764d209e5&src=GD_JOB_AD&t=SR&vt=w&cs=1_c7335aba&cb=1716633619726&jobListingId=1009293771632&jrtk=5-yul1-0-1hunlcivsl210800-1f406577543c5613","Bengaluru","1001 to 5000 Employees","2002","Information Technology","India"
